image_name,image_size,I_corr_h,I_corr_v,I_se,I_chi2,If_corr_h,If_corr_v,If_se,If_chi2,Im_corr_h,Im_corr_v,Im_se,Im_chi2,npcr_If_I,uaci_If_I,mae_If_I,npcr_Im_I,uaci_Im_I,mae_Im_I,npcr_Im_If,uaci_Im_If,mae_Im_If,embedded_bits,capacity_bpp,extraction_success,psnr_recovery
9026.pgm,256x256,0.964283,0.959048,7.425047,53863.65,-0.00011,0.000536,7.996952,275.59,-0.00014,0.000533,7.996943,276.13,99.5819,30.4325,77.6028,99.5743,30.432,77.6016,6.1005,0.0239,0.061,7949,3.1711,True,inf
9027.pgm,256x256,0.941173,0.937145,7.572717,42051.8,0.002146,-0.000967,7.997316,244.23,0.002134,-0.000974,7.997328,242.98,99.5819,30.8424,78.6481,99.5865,30.8424,78.6481,0.8881,0.0035,0.0089,1204,2.6765,True,inf
9028.pgm,256x256,0.984117,0.955442,7.130205,114577.09,0.003073,0.002787,7.997488,227.63,0.003078,0.002789,7.997559,221.48,99.5865,35.2993,90.0132,99.6033,35.2994,90.0134,4.7394,0.0186,0.0474,6263,3.8933,True,inf
9029.pgm,256x256,0.940656,0.937604,7.687315,24155.59,0.008758,0.002661,7.997013,272.48,0.008751,0.002656,7.996997,273.76,99.646,29.7788,75.9361,99.646,29.7787,75.9357,1.2115,0.0048,0.0121,1618,2.7327,True,inf
903.pgm,256x256,0.968782,0.973231,7.627018,34458.28,0.005174,-0.00211,7.997043,269.41,0.005175,-0.002114,7.99707,266.97,99.6307,33.1806,84.6106,99.6307,33.1807,84.6108,0.3067,0.0012,0.0031,392,2.5361,True,inf
9030.pgm,256x256,0.928552,0.920458,7.568118,50764.8,-0.002568,0.001353,7.996601,309.56,-0.002567,0.001369,7.99658,311.9,99.6155,30.0117,76.5299,99.6216,30.0118,76.53,2.2934,0.009,0.0229,3073,2.0073,True,inf
9031.pgm,256x256,0.955057,0.910588,7.526712,37163.1,0.004394,0.002709,7.997148,258.77,0.00438,0.002716,7.997108,262.07,99.6292,29.2819,74.6688,99.6353,29.2817,74.6683,2.8137,0.011,0.0281,3605,2.7866,True,inf
9032.pgm,256x256,0.975587,0.983845,7.502474,70646.42,0.005036,0.000768,7.997486,228.74,0.005032,0.000771,7.997472,230.36,99.6262,34.2307,87.2884,99.6323,34.2308,87.2885,2.4323,0.0095,0.0243,3117,4.4922,True,inf
9033.pgm,256x256,0.991525,0.990835,7.583413,37237.64,0.001126,9.4e-05,7.997767,202.04,0.001101,6.6e-05,7.997548,222.41,99.6307,32.6909,83.3619,99.6445,32.6914,83.363,7.048,0.0276,0.0705,9279,5.6438,True,inf
9034.pgm,256x256,0.989422,0.985173,7.404228,58884.91,0.002538,0.004152,7.997191,254.29,0.002542,0.004117,7.997154,257.81,99.6338,32.5805,83.0803,99.6323,32.5802,83.0795,9.1827,0.036,0.0918,12135,4.9792,True,inf
9035.pgm,256x256,0.980154,0.981067,7.453308,58684.91,0.009629,0.006133,7.997585,218.93,0.009611,0.006112,7.997606,216.87,99.5987,34.9676,89.1674,99.6048,34.9677,89.1677,4.9942,0.0196,0.0499,6523,4.6682,True,inf
9036.pgm,256x256,0.980786,0.977103,7.442113,65387.02,0.004753,0.003917,7.997246,250.28,0.004745,0.003914,7.997318,244.17,99.6277,36.1244,92.1171,99.6368,36.1243,92.117,3.3432,0.0131,0.0334,4363,4.5652,True,inf
9037.pgm,256x256,0.987104,0.983256,7.586338,56102.81,0.00206,-1.3e-05,7.997407,235.88,0.002058,-2.5e-05,7.997684,210.9,99.6353,35.3133,90.0489,99.6368,35.3137,90.0499,7.8568,0.0308,0.0786,10140,4.8767,True,inf
9038.pgm,256x256,0.974145,0.977357,7.131734,136590.27,0.001803,0.000848,7.997137,260.88,0.001811,0.000854,7.997061,268.15,99.5621,38.7793,98.8873,99.5651,38.7797,98.8884,3.3798,0.0133,0.0338,4427,4.593,True,inf
9039.pgm,256x256,0.98477,0.986374,7.705068,32817.72,0.004246,0.004871,7.997069,266.75,0.004283,0.00487,7.99735,240.72,99.6475,33.7469,86.0546,99.6445,33.7474,86.0558,7.4722,0.0293,0.0747,9772,4.844,True,inf
904.pgm,256x256,0.885899,0.911234,6.860045,174988.63,0.005772,0.000261,7.997496,226.61,0.005784,0.00025,7.997416,233.7,99.5941,27.5565,70.2691,99.5987,27.5567,70.2695,2.3666,0.0093,0.0237,3059,3.7222,True,inf
9040.pgm,256x256,0.965773,0.972143,7.34038,49097.63,0.003375,-0.00223,7.997481,228.7,0.003361,-0.002218,7.997436,231.84,99.5956,28.3784,72.3648,99.6002,28.3785,72.3652,7.6416,0.03,0.0764,9920,4.1006,True,inf
9041.pgm,256x256,0.961987,0.975241,7.303972,70024.6,0.003344,-0.00574,7.997367,239.5,0.003314,-0.005735,7.997268,248.34,99.6307,32.3965,82.611,99.6368,32.3966,82.6113,8.4564,0.0332,0.0846,10998,4.1396,True,inf
9042.pgm,256x256,0.943532,0.94265,7.526736,34419.84,0.002842,-0.00245,7.997619,216.41,0.002836,-0.002454,7.997655,212.93,99.6078,30.0773,76.6972,99.6109,30.0772,76.6968,2.3178,0.0091,0.0232,2995,3.5901,True,inf
9043.pgm,256x256,0.847302,0.860217,6.544649,174037.0,0.009583,0.004063,7.997273,246.63,0.009587,0.00407,7.99728,245.93,99.6155,26.8137,68.3749,99.6155,26.8136,68.3748,0.2151,0.0008,0.0022,290,2.4458,True,inf
9044.pgm,256x256,0.982698,0.986772,7.009226,128784.29,0.005962,-6.3e-05,7.997583,219.64,0.005953,-6.6e-05,7.997521,225.12,99.6506,33.8336,86.2758,99.6521,33.8336,86.2756,1.3412,0.0053,0.0134,1792,4.3818,True,inf
9045.pgm,256x256,0.971921,0.978548,7.217955,85404.8,0.00159,0.001066,7.997156,257.51,0.001545,0.001046,7.997036,268.57,99.6216,29.8635,76.1519,99.617,29.8634,76.1517,7.5409,0.0296,0.0754,9731,4.0342,True,inf
9046.pgm,256x256,0.982214,0.983602,7.225815,99486.93,0.002045,0.002313,7.997044,268.84,0.002051,0.002308,7.997142,260.77,99.6231,39.1,99.7049,99.6277,39.1008,99.707,6.2073,0.0243,0.0621,8104,4.7827,True,inf
9047.pgm,256x256,0.960486,0.937951,7.094742,75188.67,0.002306,0.001887,7.997066,267.89,0.002297,0.001889,7.997202,255.36,99.6277,27.2591,69.5107,99.6368,27.2586,69.5094,3.9795,0.0156,0.0398,5072,5.4424,True,inf
9048.pgm,256x256,0.950269,0.97803,6.828268,125334.51,0.004923,0.008638,7.997296,245.69,0.004917,0.008624,7.997239,250.74,99.6094,34.2448,87.3243,99.617,34.2447,87.3239,2.5864,0.0101,0.0259,3423,5.3687,True,inf
9049.pgm,256x256,0.989939,0.980784,5.978065,569202.96,0.0046,0.001849,7.996537,314.38,0.004617,0.001867,7.996593,309.73,99.6017,34.2971,87.4577,99.6124,34.2974,87.4583,9.5886,0.0376,0.0959,12416,5.0188,True,inf
905.pgm,256x256,0.954078,0.952523,7.455241,80073.62,-0.002231,-0.003592,7.997473,228.45,-0.002258,-0.003609,7.997552,221.98,99.6307,31.8796,81.2931,99.6384,31.8797,81.2932,5.8334,0.0229,0.0583,7601,2.3811,True,inf
9050.pgm,256x256,0.991792,0.985558,7.246008,191419.67,0.002617,0.001508,7.997275,247.95,0.002655,0.001493,7.997304,245.19,99.6262,36.5785,93.2751,99.6109,36.5786,93.2755,12.3734,0.0485,0.1237,16237,5.2441,True,inf
9051.pgm,256x256,0.988639,0.974765,7.533104,45603.84,0.000571,-0.001585,7.997901,190.64,0.00054,-0.001583,7.997795,200.05,99.6094,30.8913,78.7727,99.6124,30.8911,78.7723,5.5649,0.0218,0.0556,7173,4.6868,True,inf
9052.pgm,256x256,0.983957,0.981905,7.348337,47205.29,0.007127,0.002227,7.99698,273.32,0.007148,0.002208,7.997183,255.75,99.6277,30.667,78.2008,99.6231,30.6675,78.2021,6.2973,0.0247,0.063,8432,4.7837,True,inf
9053.pgm,256x256,0.973208,0.981651,7.40397,47649.14,0.001234,0.002641,7.996819,288.9,0.001228,0.002617,7.996885,282.89,99.6109,31.0252,79.1142,99.6155,31.0252,79.1141,3.6469,0.0143,0.0365,4840,4.5757,True,inf
9054.pgm,256x256,0.946406,0.965436,7.311267,67875.64,0.009239,-0.001283,7.997311,243.53,0.009231,-0.001282,7.997321,243.38,99.6185,29.3395,74.8158,99.6262,29.3403,74.8177,9.7336,0.0382,0.0973,12828,4.2737,True,inf
9055.pgm,256x256,0.727974,0.780202,6.612829,139556.48,0.004334,0.000124,7.996819,289.01,0.004323,0.000123,7.996916,279.39,99.6201,30.4307,77.5983,99.6216,30.4306,77.5979,5.4977,0.0216,0.055,7291,2.2754,True,inf
9056.pgm,256x256,0.979283,0.968894,6.769985,205410.47,0.003442,-0.000162,7.997506,226.17,0.003412,-0.000182,7.997434,232.06,99.6277,30.8449,78.6546,99.6292,30.8454,78.6559,5.3467,0.021,0.0535,7044,4.7322,True,inf
9057.pgm,256x256,0.98213,0.943474,7.809494,28460.45,0.002411,-0.000717,7.997392,238.01,0.002375,-0.000726,7.997493,228.12,99.6201,33.976,86.6389,99.6246,33.9753,86.637,7.5516,0.0296,0.0755,9871,3.334,True,inf
9058.pgm,256x256,0.989685,0.990317,6.97934,128033.97,0.001351,0.002458,7.997337,241.14,0.001372,0.002497,7.997177,255.66,99.6063,31.6093,80.6038,99.6262,31.6094,80.6039,10.8078,0.0424,0.1081,14111,5.0608,True,inf
9059.pgm,256x256,0.855278,0.859937,5.528216,614463.52,0.00344,0.003573,7.996933,278.81,0.003463,0.003561,7.997096,264.65,99.6002,43.7816,111.6432,99.5941,43.7811,111.6419,4.393,0.0172,0.0439,5655,2.9983,True,inf
906.pgm,256x256,0.993949,0.990257,5.78302,295091.8,0.00282,0.002632,7.997214,252.55,0.002829,0.002624,7.997204,253.47,99.6078,35.7407,91.1387,99.5956,35.7404,91.138,11.5448,0.0453,0.1154,14980,5.8811,True,inf
9060.pgm,256x256,0.955233,0.971836,7.693834,22268.08,0.003026,0.003047,7.997452,232.68,0.003005,0.003041,7.997533,224.84,99.5941,29.3247,74.7779,99.6094,29.3248,74.7783,9.2438,0.0363,0.0924,12160,4.2109,True,inf
9061.pgm,256x256,0.986494,0.966943,7.72188,28052.7,0.003696,0.005298,7.997288,246.76,0.003706,0.005335,7.997211,253.16,99.6017,30.9057,78.8096,99.6048,30.9055,78.8091,5.8884,0.0231,0.0589,7708,4.7529,True,inf
9062.pgm,256x256,0.961711,0.905702,7.130984,95416.55,0.001881,0.002478,7.997268,247.99,0.001913,0.002485,7.997272,248.26,99.6353,27.9979,71.3946,99.6414,27.9975,71.3937,9.5078,0.0373,0.0951,12412,5.0308,True,inf
9063.pgm,256x256,0.971143,0.943838,6.87973,141213.95,0.004292,0.001006,7.996729,297.03,0.004292,0.000963,7.996566,311.88,99.6399,30.4703,77.6993,99.6384,30.4709,77.7007,5.4764,0.0215,0.0548,7128,4.7449,True,inf
9064.pgm,256x256,0.9127,0.916305,7.601351,34653.38,0.004391,0.004495,7.997191,256.01,0.004392,0.004473,7.997255,249.56,99.6109,30.2379,77.1067,99.6109,30.2373,77.105,6.8832,0.027,0.0688,9074,3.312,True,inf
9065.pgm,256x256,0.95013,0.93012,7.657969,33444.51,0.001109,0.001221,7.997283,246.69,0.001104,0.00122,7.997165,256.61,99.6277,32.1558,81.9973,99.6307,32.1554,81.9962,4.7363,0.0186,0.0474,6229,3.0784,True,inf
9066.pgm,256x256,0.96014,0.981347,7.407415,53275.43,0.001673,0.004244,7.997258,249.34,0.001679,0.004252,7.997313,243.98,99.585,33.4069,85.1876,99.5911,33.4074,85.1889,2.832,0.0111,0.0283,3654,4.4668,True,inf
9067.pgm,256x256,0.947126,0.92711,6.083482,778724.18,0.00129,0.002139,7.996998,272.16,0.001296,0.002144,7.997087,264.44,99.6109,41.956,106.9879,99.6094,41.9561,106.988,7.3318,0.0288,0.0733,9756,4.125,True,inf
9068.pgm,256x256,0.952913,0.945225,6.685243,335294.81,0.001301,0.001597,7.997336,242.32,0.001301,0.001623,7.997536,223.89,99.6246,40.3537,102.9019,99.6414,40.3536,102.9017,5.1392,0.0202,0.0514,6592,3.8938,True,inf
9069.pgm,256x256,0.954075,0.931322,6.382683,499498.88,0.005037,0.003389,7.997301,245.78,0.005041,0.003401,7.997304,245.1,99.5514,41.2844,105.2751,99.556,41.2845,105.2754,5.5145,0.0216,0.0551,7088,3.9441,True,inf
907.pgm,256x256,0.981188,0.968286,7.384772,59848.24,0.005309,0.001577,7.996918,278.25,0.005345,0.001588,7.996936,275.5,99.6063,32.0823,81.8098,99.6017,32.083,81.8116,8.0902,0.0317,0.0809,10509,3.3762,True,inf
9070.pgm,256x256,0.993695,0.979864,7.530697,34720.62,0.002133,0.001612,7.997232,250.7,0.002137,0.001604,7.997175,255.81,99.6063,30.975,78.9862,99.6262,30.9746,78.9852,3.566,0.014,0.0357,4720,4.5251,True,inf
9071.pgm,256x256,0.992892,0.975002,7.8179,15456.86,0.000769,-0.008565,7.997498,227.09,0.00077,-0.008576,7.997476,229.08,99.6124,32.5354,82.9653,99.6109,32.5353,82.965,0.1984,0.0008,0.002,268,4.2874,True,inf
9072.pgm,256x256,0.964864,0.951216,7.57732,37451.26,0.007556,0.001713,7.997466,231.45,0.007552,0.001727,7.997434,234.23,99.5987,29.3329,74.7989,99.6109,29.3323,74.7972,2.8503,0.0112,0.0285,3760,3.6506,True,inf
9073.pgm,256x256,0.973388,0.93255,6.863354,120985.91,0.003537,-0.000133,7.997348,240.58,0.003546,-0.000132,7.99752,225.08,99.6048,27.4256,69.9352,99.6078,27.4254,69.9347,5.9341,0.0233,0.0593,7660,4.7378,True,inf
9074.pgm,256x256,0.926527,0.904274,7.577917,29619.37,0.002775,-0.001977,7.99691,280.98,0.002773,-0.00198,7.99691,280.95,99.6094,29.2496,74.5865,99.6124,29.2497,74.5867,0.6348,0.0025,0.0063,825,3.4883,True,inf
9075.pgm,256x256,0.99243,0.983392,7.066935,456597.45,0.001246,0.003288,7.996936,277.29,0.001251,0.00327,7.996937,277.14,99.6399,37.6632,96.0411,99.6445,37.6627,96.0399,5.1392,0.0202,0.0514,6766,4.7246,True,inf
9076.pgm,256x256,0.922692,0.807911,5.181115,549346.57,0.005354,0.001629,7.99685,284.69,0.005373,0.001621,7.997097,262.98,99.6033,29.0009,73.9522,99.6124,29.0005,73.9513,12.1582,0.0477,0.1216,15860,5.1689,True,inf
9077.pgm,256x256,0.981636,0.994008,7.189833,87179.39,0.005759,0.003474,7.997014,270.38,0.005727,0.003493,7.997349,240.56,99.6094,37.9857,96.8635,99.6048,37.9856,96.8634,8.0536,0.0316,0.0805,10487,4.8828,True,inf
9078.pgm,256x256,0.969738,0.9806,7.396086,114658.55,0.001773,0.003714,7.996961,275.69,0.001759,0.003709,7.997003,272.0,99.6185,32.9672,84.0663,99.6185,32.9672,84.0663,1.0361,0.0041,0.0104,1377,3.481,True,inf
9079.pgm,256x256,0.970933,0.963223,7.046547,269795.12,0.006744,0.001702,7.99672,299.28,0.00674,0.001727,7.996948,278.54,99.5804,31.4451,80.1851,99.5789,31.4447,80.1841,4.4861,0.0176,0.0449,5758,3.7966,True,inf
908.pgm,256x256,0.92938,0.881948,7.2497,59644.34,4e-05,0.004006,7.997138,260.46,2.9e-05,0.004012,7.997207,254.06,99.6216,29.2502,74.5879,99.6246,29.2502,74.5879,0.9293,0.0036,0.0093,1202,2.5825,True,inf
9080.pgm,256x256,0.98234,0.983431,7.23413,173238.53,0.001933,0.000657,7.997508,225.41,0.001926,0.000667,7.997394,235.05,99.5972,37.1327,94.6884,99.6002,37.1322,94.6872,3.4363,0.0135,0.0344,4418,3.7581,True,inf
9081.pgm,256x256,0.989753,0.97373,6.943497,100704.95,0.004945,0.001085,7.997671,211.73,0.004933,0.001099,7.997675,211.62,99.6033,26.8084,68.3615,99.6048,26.8082,68.3608,3.3035,0.013,0.033,4314,5.4065,True,inf
9082.pgm,256x256,0.992187,0.971138,6.910762,119818.52,0.002616,0.004713,7.996928,278.46,0.002621,0.004726,7.996981,273.59,99.6216,26.7689,68.2606,99.6292,26.7683,68.2592,2.6611,0.0104,0.0266,3456,5.3589,True,inf
9083.pgm,256x256,0.979193,0.964211,7.190395,70610.59,0.003777,0.004564,7.996915,280.62,0.003769,0.004545,7.997001,272.3,99.6185,27.7067,70.6522,99.6201,27.7066,70.6518,2.3804,0.0093,0.0238,3131,4.4185,True,inf
9084.pgm,256x256,0.985414,0.977442,7.185691,80880.53,0.003177,-0.001029,7.997081,264.84,0.003174,-0.001028,7.997064,266.98,99.5926,28.7966,73.4314,99.6048,28.7969,73.4322,5.2155,0.0205,0.0522,6804,4.644,True,inf
9085.pgm,256x256,0.994035,0.992914,6.289112,260843.88,0.00395,-0.002877,7.997073,265.28,0.003945,-0.002851,7.996922,278.93,99.6094,40.2999,102.7648,99.617,40.3,102.765,7.0129,0.0275,0.0701,9055,5.6111,True,inf
9086.pgm,256x256,0.97609,0.970167,7.005365,180445.72,0.002461,0.000311,7.997211,254.25,0.002461,0.000343,7.997254,250.36,99.6338,36.6278,93.4008,99.6307,36.6279,93.4011,6.8039,0.0267,0.068,9060,4.1477,True,inf
9087.pgm,256x256,0.969654,0.973925,6.038201,1465706.91,0.002062,0.000759,7.997593,217.78,0.002046,0.000757,7.997594,217.84,99.617,38.1627,97.3149,99.6155,38.1627,97.3149,1.5961,0.0063,0.016,2213,4.5105,True,inf
9088.pgm,256x256,0.989058,0.976674,7.61418,31811.66,0.004051,-0.002086,7.997167,256.98,0.004046,-0.0021,7.996999,272.3,99.6323,34.0639,86.8629,99.6384,34.0642,86.8638,8.5007,0.0333,0.085,11026,4.1729,True,inf
9089.pgm,256x256,0.973563,0.959379,7.046577,134703.5,0.001045,0.00395,7.99765,213.04,0.001066,0.003935,7.997473,229.91,99.6048,30.3371,77.3597,99.6063,30.3378,77.3615,4.9103,0.0193,0.0491,6420,4.719,True,inf
909.pgm,256x256,0.899529,0.91882,7.79894,38483.02,0.001294,0.001511,7.99728,247.49,0.001309,0.001496,7.997194,255.66,99.5728,32.4638,82.7827,99.5758,32.4639,82.7829,2.9404,0.0115,0.0294,3786,1.3167,True,inf
9090.pgm,256x256,0.984559,0.923439,7.629144,33795.34,0.00695,0.006227,7.99752,227.27,0.00696,0.006209,7.99747,230.52,99.6231,29.4786,75.1705,99.6231,29.4786,75.1705,8.3786,0.0329,0.0838,11027,4.1055,True,inf
9091.pgm,256x256,0.838199,0.816125,7.435748,51190.92,0.005558,0.004778,7.997569,220.62,0.005546,0.004771,7.997446,231.76,99.6323,30.6372,78.1249,99.6323,30.6373,78.125,1.9043,0.0075,0.019,2582,1.9907,True,inf
9092.pgm,256x256,0.910348,0.906741,7.295705,55280.07,0.003431,0.002974,7.997171,256.44,0.003439,0.002992,7.997057,266.28,99.6094,27.8032,70.8982,99.6124,27.8033,70.8985,2.0309,0.008,0.0203,2696,2.7004,True,inf
9093.pgm,256x256,0.970665,0.969452,7.607988,44065.07,0.00422,0.000934,7.996895,280.97,0.004208,0.000932,7.996835,286.41,99.614,36.1079,92.075,99.6124,36.1079,92.075,2.1347,0.0084,0.0213,2771,3.644,True,inf
9094.pgm,256x256,0.969949,0.968888,7.617204,44304.66,0.002019,0.001209,7.997225,251.71,0.002027,0.00122,7.997288,246.15,99.6033,37.4842,95.5848,99.6048,37.4842,95.5847,1.8463,0.0072,0.0185,2396,3.6455,True,inf
9095.pgm,256x256,0.965668,0.972514,7.437612,104927.01,-0.001933,-0.000659,7.996627,305.69,-0.001944,-0.000664,7.996746,295.42,99.6201,35.731,91.114,99.6185,35.731,91.114,1.1047,0.0043,0.011,1401,2.7532,True,inf
9096.pgm,256x256,0.977993,0.979941,7.153944,111758.41,0.007299,0.001039,7.997369,238.75,0.007299,0.001051,7.997426,233.97,99.6414,32.1402,81.9575,99.646,32.1408,81.959,4.6143,0.0181,0.0461,6160,3.8982,True,inf
9097.pgm,256x256,0.968508,0.974686,7.356457,85687.34,-0.000332,0.004138,7.997364,239.37,-0.000348,0.004169,7.99729,246.12,99.5987,35.6331,90.8645,99.5911,35.6336,90.8656,5.925,0.0232,0.0592,7743,3.2942,True,inf
9098.pgm,256x256,0.968378,0.952611,7.750153,22064.64,3.6e-05,0.005571,7.99726,247.9,3.4e-05,0.005569,7.997251,248.91,99.6338,33.0651,84.316,99.6368,33.0654,84.3168,1.2543,0.0049,0.0125,1652,3.5383,True,inf
9099.pgm,256x256,0.956903,0.961691,7.596429,61249.58,0.005044,0.003977,7.997246,250.1,0.005035,0.003994,7.997125,261.08,99.6338,33.6944,85.9208,99.6292,33.694,85.9198,8.287,0.0325,0.0829,10750,3.4241,True,inf
91.pgm,256x256,0.953308,0.942625,7.008206,131982.45,0.004774,0.002031,7.997734,205.54,0.004772,0.002006,7.997819,197.69,99.6231,30.4941,77.76,99.617,30.4943,77.7605,2.0081,0.0079,0.0201,2619,4.5208,True,inf
910.pgm,256x256,0.934755,0.934791,7.666969,30422.15,0.003465,0.007535,7.996783,291.01,0.003468,0.007554,7.996892,282.05,99.6246,31.593,80.5621,99.6307,31.5929,80.5618,2.5299,0.0099,0.0253,3387,2.0293,True,inf
9100.pgm,256x256,0.95428,0.951629,7.271655,63644.84,0.002977,0.000691,7.996401,326.25,0.00298,0.000701,7.996343,330.92,99.588,28.2734,72.0972,99.5819,28.2736,72.0978,5.8701,0.023,0.0587,7744,3.9631,True,inf
9101.pgm,256x256,0.89019,0.91642,7.161325,75285.45,0.002957,-0.001747,7.997402,236.28,0.002966,-0.001726,7.997304,245.1,99.6017,27.6616,70.537,99.5911,27.6621,70.5384,6.7123,0.0263,0.0671,8848,4.1123,True,inf
9102.pgm,256x256,0.986767,0.986063,7.512056,56866.16,0.001762,0.00336,7.997372,238.5,0.001754,0.003349,7.997482,229.26,99.585,33.7055,85.949,99.5834,33.7056,85.9493,9.314,0.0365,0.0931,12094,4.1997,True,inf
9103.pgm,256x256,0.941385,0.950369,7.031465,118279.47,0.005666,0.003146,7.997023,269.86,0.005746,0.003149,7.996959,275.62,99.6033,28.4873,72.6426,99.614,28.487,72.642,9.2209,0.0362,0.0922,12102,4.219,True,inf
9104.pgm,256x256,0.972938,0.981249,7.221437,70589.53,0.00439,0.001673,7.997521,225.41,0.004394,0.001661,7.997421,234.66,99.5972,29.2628,74.6201,99.6002,29.2626,74.6197,6.3278,0.0248,0.0633,8303,5.5979,True,inf
9105.pgm,256x256,0.974182,0.961841,7.221376,68180.38,0.002911,0.001668,7.997101,263.3,0.002901,0.001669,7.997203,254.22,99.5773,27.7429,70.7444,99.5773,27.7428,70.7442,3.5599,0.014,0.0356,4757,5.4692,True,inf
9106.pgm,256x256,0.991205,0.978515,7.543659,45487.34,-0.001274,0.002101,7.997201,254.56,-0.001253,0.002097,7.997306,245.13,99.6078,33.1635,84.5669,99.614,33.1635,84.567,3.6102,0.0142,0.0361,4756,5.4258,True,inf
9107.pgm,256x256,0.962676,0.960959,6.948644,175753.08,0.007021,0.00554,7.997301,244.79,0.007061,0.005561,7.997243,249.91,99.6155,29.9694,76.4219,99.5987,29.9692,76.4214,8.4106,0.033,0.0841,10985,4.927,True,inf
9108.pgm,256x256,0.988929,0.985,7.319642,63174.43,8e-06,0.002253,7.997553,222.05,1.5e-05,0.002231,7.997222,252.01,99.6292,32.4365,82.7131,99.6368,32.436,82.7118,10.3958,0.0408,0.104,13627,5.0928,True,inf
9109.pgm,256x256,0.995555,0.981581,7.114974,78116.21,0.002439,-0.00024,7.997348,240.87,0.002453,-0.000261,7.997445,232.08,99.6033,29.3054,74.7288,99.6109,29.3055,74.7291,2.5726,0.0101,0.0257,3392,5.3818,True,inf
911.pgm,256x256,0.880003,0.848635,7.120867,82182.5,0.00518,-0.000612,7.997417,234.42,0.005184,-0.00061,7.997624,215.53,99.6262,27.5908,70.3567,99.6292,27.5908,70.3564,5.0537,0.0198,0.0505,6587,2.2908,True,inf
9110.pgm,256x256,0.984709,0.981521,7.487516,45345.41,0.002606,0.000207,7.997099,263.21,0.002636,0.000208,7.997094,263.62,99.6109,34.2162,87.2513,99.6155,34.216,87.2508,3.7766,0.0148,0.0378,4810,4.5791,True,inf
9111.pgm,256x256,0.979125,0.975039,6.815209,215380.6,-0.001722,0.001492,7.99758,219.98,-0.001714,0.001493,7.997601,217.85,99.6078,34.4256,87.7854,99.6201,34.4254,87.7849,2.3727,0.0093,0.0237,3140,4.5317,True,inf
9112.pgm,256x256,0.95169,0.951231,7.552943,58607.48,0.000204,0.001978,7.997245,249.76,0.000202,0.002012,7.997376,237.12,99.6124,30.4832,77.7321,99.6155,30.4832,77.7322,6.9748,0.0274,0.0697,9215,3.2087,True,inf
9113.pgm,256x256,0.918,0.926446,7.467229,71177.35,0.007695,0.003988,7.997359,240.77,0.007687,0.003986,7.997372,239.5,99.6124,30.8808,78.7461,99.614,30.8809,78.7462,0.8652,0.0034,0.0087,1091,2.6296,True,inf
9114.pgm,256x256,0.94135,0.944683,7.613768,61954.51,0.004843,-0.00087,7.99756,222.39,0.004843,-0.000861,7.997502,227.02,99.5895,31.8841,81.3045,99.5819,31.8836,81.3031,6.7215,0.0264,0.0672,8944,2.5181,True,inf
9115.pgm,256x256,0.927031,0.93138,7.132621,153883.41,0.006701,-0.00133,7.997046,268.19,0.006698,-0.001327,7.997081,264.96,99.6017,29.9598,76.3974,99.6017,29.9599,76.3978,0.3891,0.0015,0.0039,513,2.5947,True,inf
9116.pgm,256x256,0.930901,0.95341,7.753523,18087.45,0.001151,0.008512,7.996723,297.95,0.001157,0.008517,7.996932,278.67,99.6033,31.3846,80.0306,99.6078,31.3846,80.0307,2.2064,0.0087,0.0221,2843,2.7502,True,inf
9117.pgm,256x256,0.972999,0.972075,7.729725,35964.18,0.002356,0.005243,7.997245,251.58,0.002355,0.005253,7.997214,254.46,99.649,31.1696,79.4825,99.649,31.1696,79.4825,0.5234,0.0021,0.0052,714,3.4241,True,inf
9118.pgm,256x256,0.985893,0.983721,5.97661,294492.51,0.005018,0.003353,7.997268,248.73,0.005019,0.003351,7.997233,251.94,99.6582,27.6777,70.5782,99.6597,27.6777,70.5781,0.415,0.0016,0.0042,528,4.2217,True,inf
9119.pgm,256x256,0.982547,0.977207,7.325614,76040.34,0.004515,0.000291,7.997369,238.73,0.004535,0.000268,7.997285,247.08,99.588,33.3348,85.0036,99.5941,33.3343,85.0025,5.3375,0.0209,0.0534,7012,4.7424,True,inf
912.pgm,256x256,0.999378,0.99621,6.031722,370777.96,0.004089,0.002407,7.997249,249.38,0.004078,0.002406,7.997363,239.02,99.6109,29.2325,74.543,99.6094,29.2324,74.5425,1.4832,0.0058,0.0148,2002,6.25,True,inf
9120.pgm,256x256,0.864986,0.766834,7.062906,107759.49,0.008384,0.00065,7.997439,233.66,0.008382,0.000644,7.997403,236.05,99.6323,27.1518,69.237,99.6338,27.1518,69.2372,3.7766,0.0148,0.0378,4969,2.1201,True,inf
9121.pgm,256x256,0.960115,0.959836,7.510198,53882.66,0.00441,0.006857,7.997266,247.61,0.004417,0.006867,7.997241,249.7,99.6033,33.1147,84.4426,99.6124,33.1146,84.4421,2.5864,0.0101,0.0259,3487,3.6968,True,inf
9122.pgm,256x256,0.952029,0.955593,7.389168,76810.41,0.003232,-0.003023,7.997217,252.91,0.003246,-0.003039,7.997262,248.41,99.6017,33.0646,84.3147,99.6078,33.0643,84.3139,7.6126,0.0299,0.0761,9836,4.2278,True,inf
9123.pgm,256x256,0.914561,0.926736,7.673687,28562.21,-0.000527,0.001927,7.996722,296.34,-0.000519,0.001931,7.996709,297.54,99.6124,32.0147,81.6374,99.6124,32.0146,81.6371,0.6256,0.0025,0.0063,829,1.7993,True,inf
